team_name,group,squad_number,position,player_name,date_of_birth,age,caps,international_goals,club,club_country,is_wc2026,data_source
Egypt,Group G,2.0,DEF,Yasser Ibrahim,1993-02-10,33.0,17.0,1.0,Al Ahly,Egyptian Football Association,True,wikipedia_2026
Egypt,Group G,3.0,DEF,Mohamed Hany,1996-02-02,30.0,42.0,0.0,Al Ahly,Egyptian Football Association,True,wikipedia_2026
Egypt,Group G,4.0,DEF,Hossam Abdelmaguid,2001-04-30,25.0,13.0,0.0,Zamalek,Egyptian Football Association,True,wikipedia_2026
Egypt,Group G,5.0,DEF,Ramy Rabia,1993-05-20,33.0,44.0,5.0,Al Ain,United Arab Emirates Football Association,True,wikipedia_2026
Egypt,Group G,6.0,DEF,Mohamed Abdelmonem,1999-02-01,27.0,36.0,3.0,Nice,French Football Federation,True,wikipedia_2026
Egypt,Group G,7.0,FWD,Trézéguet,1994-10-01,31.0,96.0,23.0,Al Ahly,Egyptian Football Association,True,wikipedia_2026
Egypt,Group G,8.0,MID,Emam Ashour,1998-02-20,28.0,29.0,0.0,Al Ahly,Egyptian Football Association,True,wikipedia_2026
Egypt,Group G,9.0,FWD,Hamza Abdelkarim,2008-01-01,18.0,2.0,0.0,Barcelona B,Royal Spanish Football Federation,True,wikipedia_2026
Egypt,Group G,10.0,FWD,Mohamed Salah ( captain ),1992-06-15,33.0,116.0,67.0,Liverpool,The Football Association,True,wikipedia_2026
Egypt,Group G,11.0,MID,Mostafa Ziko,1997-04-27,29.0,2.0,2.0,Pyramids,Egyptian Football Association,True,wikipedia_2026
Egypt,Group G,12.0,FWD,Haissem Hassan,2002-02-08,24.0,4.0,0.0,Oviedo,Royal Spanish Football Federation,True,wikipedia_2026
Egypt,Group G,13.0,DEF,Ahmed Fatouh,1998-03-22,28.0,39.0,1.0,Zamalek,Egyptian Football Association,True,wikipedia_2026
Egypt,Group G,14.0,MID,Hamdy Fathy,1994-09-29,31.0,63.0,3.0,Al-Wakrah,Qatar Football Association,True,wikipedia_2026
Egypt,Group G,15.0,DEF,Karim Hafez,1996-03-12,30.0,9.0,0.0,Pyramids,Egyptian Football Association,True,wikipedia_2026
Egypt,Group G,16.0,GK,El Mahdy Soliman,1987-06-08,39.0,0.0,0.0,Zamalek,Egyptian Football Association,True,wikipedia_2026
Egypt,Group G,17.0,MID,Mohanad Lasheen,1996-05-29,30.0,23.0,0.0,Pyramids,Egyptian Football Association,True,wikipedia_2026
Egypt,Group G,18.0,MID,Nabil Emad,1996-04-06,30.0,12.0,0.0,Al-Najma,Saudi Arabian Football Federation,True,wikipedia_2026
Egypt,Group G,19.0,MID,Marwan Attia,1998-08-01,27.0,34.0,1.0,Al Ahly,Egyptian Football Association,True,wikipedia_2026
Egypt,Group G,20.0,FWD,Ibrahim Adel,2001-04-23,25.0,24.0,3.0,Nordsjælland,Danish Football Association,True,wikipedia_2026
Egypt,Group G,21.0,MID,Mahmoud Saber,2001-07-30,24.0,15.0,1.0,ZED,Egyptian Football Association,True,wikipedia_2026
Egypt,Group G,22.0,FWD,Omar Marmoush,1999-02-07,27.0,49.0,11.0,Manchester City,The Football Association,True,wikipedia_2026
Egypt,Group G,23.0,GK,Mostafa Shobeir,2000-05-15,26.0,9.0,0.0,Al Ahly,Egyptian Football Association,True,wikipedia_2026
Egypt,Group G,24.0,DEF,Tarek Alaa,2002-01-05,24.0,3.0,0.0,ZED,Egyptian Football Association,True,wikipedia_2026
Egypt,Group G,25.0,FWD,Zizo,1996-01-10,30.0,63.0,5.0,Al Ahly,Egyptian Football Association,True,wikipedia_2026
Egypt,Group G,26.0,GK,Mohamed Alaa,1999-01-01,27.0,0.0,0.0,El Gouna,Egyptian Football Association,True,wikipedia_2026
Iran,Group G,1.0,GK,Alireza Beiranvand,1992-09-21,33.0,86.0,0.0,Tractor,Football Federation Islamic Republic of Iran,True,wikipedia_2026
Iran,Group G,2.0,DEF,Saleh Hardani,1998-12-26,27.0,18.0,1.0,Esteghlal,Football Federation Islamic Republic of Iran,True,wikipedia_2026
Iran,Group G,3.0,DEF,Ehsan Hajsafi ( captain ),1990-02-25,36.0,146.0,7.0,Sepahan,Football Federation Islamic Republic of Iran,True,wikipedia_2026
Iran,Group G,4.0,DEF,Shojae Khalilzadeh,1989-05-14,37.0,58.0,2.0,Tractor,Football Federation Islamic Republic of Iran,True,wikipedia_2026
Iran,Group G,5.0,DEF,Milad Mohammadi,1993-09-29,32.0,76.0,1.0,Persepolis,Football Federation Islamic Republic of Iran,True,wikipedia_2026
Iran,Group G,6.0,MID,Saeid Ezatolahi,1996-10-01,29.0,83.0,2.0,Shabab Al Ahli,United Arab Emirates Football Association,True,wikipedia_2026
Iran,Group G,7.0,MID,Alireza Jahanbakhsh,1993-08-11,32.0,98.0,17.0,Dender,Royal Belgian Football Association,True,wikipedia_2026
Iran,Group G,8.0,MID,Mohammad Mohebi,1998-12-20,27.0,36.0,14.0,Rostov,Russian Football Union,True,wikipedia_2026
Iran,Group G,9.0,FWD,Mehdi Taremi,1992-07-18,33.0,105.0,60.0,Olympiacos,Hellenic Football Federation,True,wikipedia_2026
Iran,Group G,10.0,FWD,Mehdi Ghayedi,1998-12-05,27.0,30.0,10.0,Al Nasr,United Arab Emirates Football Association,True,wikipedia_2026
Iran,Group G,11.0,FWD,Ali Alipour,1995-11-11,30.0,14.0,1.0,Persepolis,Football Federation Islamic Republic of Iran,True,wikipedia_2026
Iran,Group G,12.0,GK,Payam Niazmand,1995-04-06,31.0,15.0,0.0,Persepolis,Football Federation Islamic Republic of Iran,True,wikipedia_2026
Iran,Group G,13.0,DEF,Hossein Kanaanizadegan,1994-03-23,32.0,65.0,6.0,Persepolis,Football Federation Islamic Republic of Iran,True,wikipedia_2026
Iran,Group G,14.0,MID,Saman Ghoddos,1993-09-06,32.0,68.0,3.0,Kalba,United Arab Emirates Football Association,True,wikipedia_2026
Iran,Group G,15.0,MID,Rouzbeh Cheshmi,1993-07-24,32.0,40.0,3.0,Esteghlal,Football Federation Islamic Republic of Iran,True,wikipedia_2026
Iran,Group G,16.0,MID,Mehdi Torabi,1994-09-10,31.0,52.0,7.0,Tractor,Football Federation Islamic Republic of Iran,True,wikipedia_2026
Iran,Group G,17.0,DEF,Aria Yousefi,2002-04-22,24.0,14.0,1.0,Sepahan,Football Federation Islamic Republic of Iran,True,wikipedia_2026
Iran,Group G,18.0,FWD,Amirhossein Hosseinzadeh,2000-10-30,25.0,18.0,5.0,Tractor,Football Federation Islamic Republic of Iran,True,wikipedia_2026
Iran,Group G,19.0,DEF,Ali Nemati,1996-02-08,30.0,17.0,0.0,Foolad,Football Federation Islamic Republic of Iran,True,wikipedia_2026
Iran,Group G,20.0,FWD,Shahriyar Moghanlou,1994-12-21,31.0,21.0,2.0,Kalba,United Arab Emirates Football Association,True,wikipedia_2026
Iran,Group G,21.0,MID,Mohammad Ghorbani,2001-10-07,24.0,16.0,0.0,Al Wahda,United Arab Emirates Football Association,True,wikipedia_2026
Iran,Group G,22.0,GK,Hossein Hosseini,1992-06-30,33.0,13.0,0.0,Sepahan,Football Federation Islamic Republic of Iran,True,wikipedia_2026
Iran,Group G,23.0,DEF,Ramin Rezaeian,1990-03-21,36.0,74.0,8.0,Foolad,Football Federation Islamic Republic of Iran,True,wikipedia_2026
Iran,Group G,24.0,FWD,Dennis Eckert,1997-01-09,29.0,0.0,0.0,Standard Liège,Royal Belgian Football Association,True,wikipedia_2026
Iran,Group G,25.0,DEF,Danial Eiri,2003-10-26,22.0,0.0,0.0,Malavan,Football Federation Islamic Republic of Iran,True,wikipedia_2026
Iran,Group G,26.0,MID,Amirmohammad Razzaghinia,2006-04-11,20.0,4.0,0.0,Esteghlal,Football Federation Islamic Republic of Iran,True,wikipedia_2026
New Zealand,Group G,1.0,GK,Max Crocombe,1993-08-12,32.0,24.0,0.0,Millwall,The Football Association,True,wikipedia_2026
New Zealand,Group G,2.0,DEF,Tim Payne,1994-01-10,32.0,51.0,3.0,Wellington Phoenix,New Zealand Football,True,wikipedia_2026
New Zealand,Group G,3.0,DEF,Francis de Vries,1994-11-28,31.0,20.0,1.0,Auckland FC,New Zealand Football,True,wikipedia_2026
New Zealand,Group G,4.0,DEF,Tyler Bindon,2005-01-27,21.0,25.0,3.0,Sheffield United,The Football Association,True,wikipedia_2026
New Zealand,Group G,5.0,DEF,Michael Boxall,1988-08-18,37.0,63.0,1.0,Minnesota United FC,United States Soccer Federation,True,wikipedia_2026
New Zealand,Group G,6.0,MID,Joe Bell,1999-04-27,27.0,32.0,1.0,Viking,Norwegian Football Federation,True,wikipedia_2026
New Zealand,Group G,7.0,MID,Matthew Garbett,2002-04-13,24.0,37.0,5.0,Peterborough United,The Football Association,True,wikipedia_2026
New Zealand,Group G,8.0,MID,Marko Stamenić,2002-02-19,24.0,39.0,3.0,Swansea City,Football Association of Wales,True,wikipedia_2026
New Zealand,Group G,9.0,FWD,Chris Wood ( captain ),1991-12-07,34.0,90.0,45.0,Nottingham Forest,The Football Association,True,wikipedia_2026
New Zealand,Group G,10.0,MID,Sarpreet Singh,1999-02-20,27.0,28.0,3.0,Wellington Phoenix,New Zealand Football,True,wikipedia_2026
New Zealand,Group G,11.0,MID,Elijah Just,2000-05-01,26.0,44.0,9.0,Motherwell,Scottish Football Association,True,wikipedia_2026
New Zealand,Group G,12.0,GK,Alex Paulsen,2002-07-04,23.0,8.0,0.0,Lechia Gdańsk,Polish Football Association,True,wikipedia_2026
New Zealand,Group G,13.0,DEF,Liberato Cacace,2000-09-27,25.0,37.0,1.0,Wrexham,Football Association of Wales,True,wikipedia_2026
New Zealand,Group G,14.0,MID,Alex Rufer,1996-06-12,29.0,26.0,0.0,Wellington Phoenix,New Zealand Football,True,wikipedia_2026
New Zealand,Group G,15.0,DEF,Nando Pijnaker,1999-02-25,27.0,25.0,0.0,Auckland FC,New Zealand Football,True,wikipedia_2026
New Zealand,Group G,16.0,DEF,Finn Surman,2003-09-23,22.0,19.0,2.0,Portland Timbers,United States Soccer Federation,True,wikipedia_2026
New Zealand,Group G,17.0,FWD,Kosta Barbarouses,1990-02-19,36.0,76.0,10.0,Western Sydney Wanderers,Football Australia,True,wikipedia_2026
New Zealand,Group G,18.0,FWD,Ben Waine,2001-06-11,25.0,31.0,9.0,Port Vale,The Football Association,True,wikipedia_2026
New Zealand,Group G,19.0,MID,Ben Old,2002-08-13,23.0,24.0,2.0,Saint-Étienne,French Football Federation,True,wikipedia_2026
New Zealand,Group G,20.0,MID,Callum McCowatt,1999-04-30,27.0,32.0,4.0,Silkeborg,Danish Football Association,True,wikipedia_2026
New Zealand,Group G,21.0,FWD,Jesse Randall,2002-08-19,23.0,11.0,2.0,Auckland FC,New Zealand Football,True,wikipedia_2026
New Zealand,Group G,22.0,GK,Michael Woud,1999-01-16,27.0,6.0,0.0,Auckland FC,New Zealand Football,True,wikipedia_2026
New Zealand,Group G,23.0,MID,Ryan Thomas,1994-12-20,31.0,25.0,3.0,PEC Zwolle,Royal Dutch Football Association,True,wikipedia_2026
New Zealand,Group G,24.0,DEF,Callan Elliot,1999-07-07,26.0,11.0,0.0,Auckland FC,New Zealand Football,True,wikipedia_2026
New Zealand,Group G,25.0,MID,Lachlan Bayliss,2002-07-24,23.0,4.0,0.0,Newcastle Jets,Football Australia,True,wikipedia_2026
New Zealand,Group G,26.0,DEF,Tommy Smith,1990-03-31,36.0,56.0,2.0,Braintree Town,The Football Association,True,wikipedia_2026
Cape Verde,Group H,1.0,GK,Vozinha,1986-06-03,40.0,86.0,0.0,Chaves,Portuguese Football Federation,True,wikipedia_2026
Cape Verde,Group H,2.0,DEF,Stopira,1988-05-20,38.0,62.0,4.0,Torreense,Portuguese Football Federation,True,wikipedia_2026
Cape Verde,Group H,3.0,DEF,Diney,1995-01-17,31.0,30.0,2.0,Al Bataeh,United Arab Emirates Football Association,True,wikipedia_2026
Cape Verde,Group H,4.0,DEF,Roberto Lopes,1992-06-17,33.0,45.0,0.0,Shamrock Rovers,Football Association of Ireland,True,wikipedia_2026
Cape Verde,Group H,5.0,DEF,Logan Costa,2001-04-01,25.0,28.0,0.0,Villarreal,Royal Spanish Football Federation,True,wikipedia_2026
Cape Verde,Group H,6.0,MID,Kevin Pina,1997-01-27,29.0,31.0,3.0,Krasnodar,Russian Football Union,True,wikipedia_2026
Cape Verde,Group H,7.0,MID,Jovane Cabral,1998-06-14,27.0,27.0,2.0,Estrela Amadora,Portuguese Football Federation,True,wikipedia_2026
Cape Verde,Group H,8.0,MID,João Paulo,1998-05-26,28.0,42.0,1.0,FCSB,Romanian Football Federation,True,wikipedia_2026
Cape Verde,Group H,9.0,FWD,Gilson Benchimol,2001-12-29,24.0,22.0,6.0,Akron Tolyatti,Russian Football Union,True,wikipedia_2026
Cape Verde,Group H,10.0,MID,Jamiro Monteiro,1993-11-23,32.0,55.0,5.0,PEC Zwolle,Royal Dutch Football Association,True,wikipedia_2026
Cape Verde,Group H,11.0,MID,Garry Rodrigues,1990-11-27,35.0,60.0,10.0,Apollon Limassol,Cyprus Football Association,True,wikipedia_2026
Cape Verde,Group H,12.0,GK,Márcio Rosa,1997-02-23,29.0,11.0,0.0,Montana,Bulgarian Football Union,True,wikipedia_2026
Cape Verde,Group H,13.0,DEF,Sidny Lopes Cabral,2002-09-18,23.0,9.0,3.0,Benfica,Portuguese Football Federation,True,wikipedia_2026
Cape Verde,Group H,14.0,MID,Deroy Duarte,1999-07-04,26.0,30.0,0.0,Ludogorets Razgrad,Bulgarian Football Union,True,wikipedia_2026
Cape Verde,Group H,15.0,MID,Laros Duarte,1997-02-28,29.0,13.0,1.0,Puskás Akadémia,Hungarian Football Federation,True,wikipedia_2026
Cape Verde,Group H,16.0,MID,Yannick Semedo,1995-12-29,30.0,10.0,1.0,Farense,Portuguese Football Federation,True,wikipedia_2026
Cape Verde,Group H,17.0,MID,Willy Semedo,1994-04-27,32.0,38.0,3.0,Omonia,Cyprus Football Association,True,wikipedia_2026
Cape Verde,Group H,18.0,MID,Telmo Arcanjo,2001-06-21,24.0,16.0,1.0,Vitória de Guimarães,Portuguese Football Federation,True,wikipedia_2026
Cape Verde,Group H,19.0,FWD,Dailon Livramento,2001-05-04,25.0,22.0,7.0,Casa Pia,Portuguese Football Federation,True,wikipedia_2026
Cape Verde,Group H,20.0,FWD,Ryan Mendes ( captain ),1990-01-08,36.0,98.0,22.0,Iğdır,Turkish Football Federation,True,wikipedia_2026
Cape Verde,Group H,21.0,MID,Nuno da Costa,1991-02-10,35.0,9.0,2.0,İstanbul Başakşehir,Turkish Football Federation,True,wikipedia_2026
Cape Verde,Group H,22.0,DEF,Steven Moreira,1994-08-13,31.0,20.0,0.0,Columbus Crew,United States Soccer Federation,True,wikipedia_2026
Cape Verde,Group H,23.0,GK,CJ dos Santos,2000-08-24,25.0,1.0,0.0,San Diego FC,United States Soccer Federation,True,wikipedia_2026
Cape Verde,Group H,24.0,DEF,Wagner Pina,2002-11-03,23.0,13.0,0.0,Trabzonspor,Turkish Football Federation,True,wikipedia_2026
Cape Verde,Group H,25.0,DEF,Kelvin Pires,2000-06-05,26.0,5.0,1.0,SJK,Football Association of Finland,True,wikipedia_2026
Cape Verde,Group H,26.0,MID,Hélio Varela,2002-05-03,24.0,20.0,0.0,Maccabi Tel Aviv,Israel Football Association,True,wikipedia_2026
Saudi Arabia,Group H,1.0,GK,Nawaf Al-Aqidi,2000-05-10,26.0,22.0,0.0,Al-Nassr,Saudi Arabian Football Federation,True,wikipedia_2026
Saudi Arabia,Group H,2.0,DEF,Ali Majrashi,1999-10-02,26.0,21.0,0.0,Al-Ahli,Saudi Arabian Football Federation,True,wikipedia_2026
Saudi Arabia,Group H,3.0,DEF,Ali Lajami,1996-04-24,30.0,21.0,1.0,Al-Hilal,Saudi Arabian Football Federation,True,wikipedia_2026
Saudi Arabia,Group H,4.0,DEF,Abdulelah Al-Amri,1997-01-15,29.0,42.0,1.0,Al-Nassr,Saudi Arabian Football Federation,True,wikipedia_2026
Saudi Arabia,Group H,5.0,DEF,Hassan Al-Tambakti,1999-02-09,27.0,51.0,1.0,Al-Hilal,Saudi Arabian Football Federation,True,wikipedia_2026
Saudi Arabia,Group H,6.0,MID,Nasser Al-Dawsari,1998-12-19,27.0,43.0,0.0,Al-Hilal,Saudi Arabian Football Federation,True,wikipedia_2026
Saudi Arabia,Group H,7.0,MID,Musab Al-Juwayr,2003-06-20,22.0,34.0,6.0,Al-Qadsiah,Saudi Arabian Football Federation,True,wikipedia_2026
Saudi Arabia,Group H,8.0,FWD,Ayman Yahya,2001-05-14,25.0,26.0,0.0,Al-Nassr,Saudi Arabian Football Federation,True,wikipedia_2026
Saudi Arabia,Group H,9.0,FWD,Firas Al-Buraikan,2000-05-14,26.0,69.0,15.0,Al-Ahli,Saudi Arabian Football Federation,True,wikipedia_2026
Saudi Arabia,Group H,10.0,FWD,Salem Al-Dawsari ( captain ),1991-08-19,34.0,109.0,27.0,Al-Hilal,Saudi Arabian Football Federation,True,wikipedia_2026
Saudi Arabia,Group H,11.0,FWD,Saleh Al-Shehri,1993-11-01,32.0,55.0,18.0,Al-Ittihad,Saudi Arabian Football Federation,True,wikipedia_2026
Saudi Arabia,Group H,12.0,DEF,Saud Abdulhamid,1999-07-18,26.0,54.0,1.0,Lens,French Football Federation,True,wikipedia_2026
Saudi Arabia,Group H,13.0,DEF,Nawaf Boushal,1999-09-16,26.0,24.0,0.0,Al-Nassr,Saudi Arabian Football Federation,True,wikipedia_2026
Saudi Arabia,Group H,14.0,DEF,Hassan Kadesh,1992-09-26,33.0,20.0,2.0,Al-Ittihad,Saudi Arabian Football Federation,True,wikipedia_2026
Saudi Arabia,Group H,15.0,MID,Abdullah Al-Khaibari,1996-08-16,29.0,39.0,0.0,Al-Nassr,Saudi Arabian Football Federation,True,wikipedia_2026
Saudi Arabia,Group H,16.0,MID,Ziyad Al-Johani,2001-11-11,24.0,12.0,0.0,Al-Ahli,Saudi Arabian Football Federation,True,wikipedia_2026
Saudi Arabia,Group H,17.0,FWD,Khalid Al-Ghannam,2000-11-08,25.0,6.0,0.0,Al-Ettifaq,Saudi Arabian Football Federation,True,wikipedia_2026
Saudi Arabia,Group H,18.0,MID,Alaa Al-Hejji,1995-12-03,30.0,2.0,0.0,Neom,Saudi Arabian Football Federation,True,wikipedia_2026
Saudi Arabia,Group H,19.0,FWD,Abdullah Al-Hamdan,1999-09-13,26.0,49.0,12.0,Al-Nassr,Saudi Arabian Football Federation,True,wikipedia_2026
Saudi Arabia,Group H,20.0,FWD,Sultan Mandash,1994-10-17,31.0,6.0,2.0,Al-Hilal,Saudi Arabian Football Federation,True,wikipedia_2026
Saudi Arabia,Group H,21.0,GK,Mohammed Al-Owais,1991-10-10,34.0,63.0,0.0,Al-Ula,Saudi Arabian Football Federation,True,wikipedia_2026
Saudi Arabia,Group H,22.0,GK,Ahmed Al-Kassar,1991-05-08,35.0,9.0,0.0,Al-Qadsiah,Saudi Arabian Football Federation,True,wikipedia_2026
Saudi Arabia,Group H,23.0,MID,Mohamed Kanno,1994-09-22,31.0,76.0,8.0,Al-Hilal,Saudi Arabian Football Federation,True,wikipedia_2026
Saudi Arabia,Group H,24.0,DEF,Moteb Al-Harbi,2000-02-20,26.0,12.0,0.0,Al-Hilal,Saudi Arabian Football Federation,True,wikipedia_2026
Saudi Arabia,Group H,25.0,DEF,Jehad Thakri,2001-07-21,24.0,7.0,0.0,Al-Qadsiah,Saudi Arabian Football Federation,True,wikipedia_2026
Saudi Arabia,Group H,26.0,DEF,Mohammed Abu Al-Shamat,2002-08-11,23.0,6.0,0.0,Al-Qadsiah,Saudi Arabian Football Federation,True,wikipedia_2026
Spain,Group H,1.0,GK,David Raya,1995-09-15,30.0,13.0,0.0,Arsenal,The Football Association,True,wikipedia_2026
Spain,Group H,2.0,DEF,Marc Pubill,2003-06-20,22.0,2.0,0.0,Atlético Madrid,Royal Spanish Football Federation,True,wikipedia_2026
Spain,Group H,3.0,DEF,Álex Grimaldo,1995-09-20,30.0,14.0,0.0,Bayer Leverkusen,German Football Association,True,wikipedia_2026
Spain,Group H,4.0,DEF,Eric García,2001-01-09,25.0,21.0,0.0,Barcelona,Royal Spanish Football Federation,True,wikipedia_2026
Spain,Group H,5.0,DEF,Marcos Llorente,1995-01-30,31.0,24.0,0.0,Atlético Madrid,Royal Spanish Football Federation,True,wikipedia_2026
Spain,Group H,6.0,MID,Mikel Merino,1996-06-22,29.0,43.0,10.0,Arsenal,The Football Association,True,wikipedia_2026
Spain,Group H,7.0,FWD,Ferran Torres,2000-02-29,26.0,57.0,24.0,Barcelona,Royal Spanish Football Federation,True,wikipedia_2026
Spain,Group H,8.0,MID,Fabián Ruiz,1996-04-03,30.0,42.0,6.0,Paris Saint-Germain,French Football Federation,True,wikipedia_2026
Spain,Group H,9.0,MID,Gavi,2004-08-05,21.0,30.0,5.0,Barcelona,Royal Spanish Football Federation,True,wikipedia_2026
Spain,Group H,10.0,FWD,Dani Olmo,1998-05-07,28.0,50.0,12.0,Barcelona,Royal Spanish Football Federation,True,wikipedia_2026
Spain,Group H,11.0,FWD,Yéremy Pino,2002-10-20,23.0,23.0,4.0,Crystal Palace,The Football Association,True,wikipedia_2026
Spain,Group H,12.0,DEF,Pedro Porro,1999-09-13,26.0,18.0,0.0,Tottenham Hotspur,The Football Association,True,wikipedia_2026
Spain,Group H,13.0,GK,Joan Garcia,2001-05-04,25.0,2.0,0.0,Barcelona,Royal Spanish Football Federation,True,wikipedia_2026
Spain,Group H,14.0,DEF,Aymeric Laporte,1994-05-27,32.0,46.0,2.0,Athletic Bilbao,Royal Spanish Football Federation,True,wikipedia_2026
Spain,Group H,15.0,MID,Álex Baena,2001-07-20,24.0,17.0,2.0,Atlético Madrid,Royal Spanish Football Federation,True,wikipedia_2026
Spain,Group H,16.0,MID,Rodri ( captain ),1996-06-22,29.0,62.0,4.0,Manchester City,The Football Association,True,wikipedia_2026
Spain,Group H,17.0,FWD,Nico Williams,2002-07-12,23.0,30.0,6.0,Athletic Bilbao,Royal Spanish Football Federation,True,wikipedia_2026
Spain,Group H,18.0,MID,Martín Zubimendi,1999-02-02,27.0,26.0,3.0,Arsenal,The Football Association,True,wikipedia_2026
Spain,Group H,19.0,FWD,Lamine Yamal,2007-07-13,18.0,25.0,6.0,Barcelona,Royal Spanish Football Federation,True,wikipedia_2026
Spain,Group H,20.0,MID,Pedri,2002-11-25,23.0,41.0,6.0,Barcelona,Royal Spanish Football Federation,True,wikipedia_2026
Spain,Group H,21.0,FWD,Mikel Oyarzabal,1997-04-21,29.0,53.0,25.0,Real Sociedad,Royal Spanish Football Federation,True,wikipedia_2026
Spain,Group H,22.0,DEF,Pau Cubarsí,2007-01-22,19.0,12.0,0.0,Barcelona,Royal Spanish Football Federation,True,wikipedia_2026
Spain,Group H,23.0,GK,Unai Simón,1997-06-11,29.0,58.0,0.0,Athletic Bilbao,Royal Spanish Football Federation,True,wikipedia_2026
Spain,Group H,24.0,DEF,Marc Cucurella,1998-07-22,27.0,24.0,1.0,Chelsea,The Football Association,True,wikipedia_2026
Spain,Group H,25.0,FWD,Víctor Muñoz,2003-07-13,22.0,2.0,1.0,Osasuna,Royal Spanish Football Federation,True,wikipedia_2026
Spain,Group H,26.0,FWD,Borja Iglesias,1993-01-17,33.0,8.0,0.0,Celta Vigo,Royal Spanish Football Federation,True,wikipedia_2026
Uruguay,Group H,1.0,GK,Sergio Rochet,1993-03-23,33.0,35.0,0.0,Internacional,Brazilian Football Confederation,True,wikipedia_2026
Uruguay,Group H,2.0,DEF,José Giménez ( captain ),1995-01-20,31.0,99.0,8.0,Atlético Madrid,Royal Spanish Football Federation,True,wikipedia_2026
Uruguay,Group H,3.0,DEF,Sebastián Cáceres,1999-08-18,26.0,24.0,0.0,América,Mexican Football Federation,True,wikipedia_2026
Uruguay,Group H,4.0,DEF,Ronald Araújo,1999-03-07,27.0,27.0,1.0,Barcelona,Royal Spanish Football Federation,True,wikipedia_2026
Uruguay,Group H,5.0,MID,Manuel Ugarte,2001-04-11,25.0,36.0,1.0,Manchester United,The Football Association,True,wikipedia_2026
Uruguay,Group H,6.0,MID,Rodrigo Bentancur,1997-06-25,28.0,74.0,3.0,Tottenham Hotspur,The Football Association,True,wikipedia_2026
Uruguay,Group H,7.0,MID,Nicolás de la Cruz,1997-06-01,29.0,34.0,5.0,Flamengo,Brazilian Football Confederation,True,wikipedia_2026
Uruguay,Group H,8.0,MID,Federico Valverde,1998-07-22,27.0,73.0,9.0,Real Madrid,Royal Spanish Football Federation,True,wikipedia_2026
Uruguay,Group H,9.0,FWD,Darwin Núñez,1999-06-24,26.0,38.0,13.0,Al-Hilal,Saudi Arabian Football Federation,True,wikipedia_2026
Uruguay,Group H,10.0,MID,Giorgian de Arrascaeta,1994-06-01,32.0,60.0,13.0,Flamengo,Brazilian Football Confederation,True,wikipedia_2026
Uruguay,Group H,11.0,FWD,Facundo Pellistri,2001-12-20,24.0,39.0,2.0,Panathinaikos,Hellenic Football Federation,True,wikipedia_2026
Uruguay,Group H,12.0,GK,Santiago Mele,1997-09-06,28.0,8.0,0.0,Monterrey,Mexican Football Federation,True,wikipedia_2026
Uruguay,Group H,13.0,DEF,Guillermo Varela,1993-03-24,33.0,28.0,0.0,Flamengo,Brazilian Football Confederation,True,wikipedia_2026
Uruguay,Group H,14.0,MID,Agustín Canobbio,1998-10-01,27.0,15.0,1.0,Fluminense,Brazilian Football Confederation,True,wikipedia_2026
Uruguay,Group H,15.0,MID,Emiliano Martínez,1999-08-17,26.0,10.0,0.0,Palmeiras,Brazilian Football Confederation,True,wikipedia_2026
Uruguay,Group H,16.0,DEF,Mathías Olivera,1997-10-31,28.0,35.0,2.0,Napoli,Italian Football Federation,True,wikipedia_2026
Uruguay,Group H,17.0,DEF,Matías Viña,1997-11-09,28.0,43.0,1.0,River Plate,Argentine Football Association,True,wikipedia_2026
Uruguay,Group H,18.0,FWD,Brian Rodríguez,2000-05-20,26.0,32.0,4.0,América,Mexican Football Federation,True,wikipedia_2026
Uruguay,Group H,19.0,FWD,Rodrigo Aguirre,1994-10-01,31.0,10.0,3.0,UANL,Mexican Football Federation,True,wikipedia_2026
Uruguay,Group H,20.0,MID,Maximiliano Araújo,2000-02-15,26.0,28.0,3.0,Sporting CP,Portuguese Football Federation,True,wikipedia_2026
Uruguay,Group H,21.0,FWD,Federico Viñas,1998-06-30,27.0,11.0,2.0,Oviedo,Royal Spanish Football Federation,True,wikipedia_2026
Uruguay,Group H,22.0,MID,Joaquín Piquerez,1998-08-24,27.0,19.0,0.0,Palmeiras,Brazilian Football Confederation,True,wikipedia_2026
Uruguay,Group H,23.0,GK,Fernando Muslera,1986-06-16,39.0,134.0,0.0,Estudiantes,Argentine Football Association,True,wikipedia_2026
Uruguay,Group H,24.0,DEF,Santiago Bueno,1998-11-09,27.0,8.0,0.0,Wolverhampton Wanderers,The Football Association,True,wikipedia_2026
Uruguay,Group H,25.0,MID,Juan Manuel Sanabria,2000-03-29,26.0,5.0,1.0,Real Salt Lake,United States Soccer Federation,True,wikipedia_2026
Uruguay,Group H,26.0,MID,Rodrigo Zalazar,1999-08-12,26.0,8.0,2.0,Braga,Portuguese Football Federation,True,wikipedia_2026
France,Group I,1.0,GK,Brice Samba,1994-04-25,32.0,4.0,0.0,Rennes,French Football Federation,True,wikipedia_2026
France,Group I,2.0,DEF,Malo Gusto,2003-05-19,23.0,11.0,0.0,Chelsea,The Football Association,True,wikipedia_2026
France,Group I,3.0,DEF,Lucas Digne,1993-07-20,32.0,58.0,0.0,Aston Villa,The Football Association,True,wikipedia_2026
France,Group I,4.0,DEF,Dayot Upamecano,1998-10-27,27.0,38.0,2.0,Bayern Munich,German Football Association,True,wikipedia_2026
